Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Annual_CTC_LPA,Comp_Ratio,Overwork_Strain,Role_Friction
48,No,Travel_Rarely,277,Research & Development,6,3,Life Sciences,1,Male,97,2,2,Healthcare Representative,3,Single,13119,2,No,13,3,4,0,19,0,3,2,2,2,2,10.812,0.6225223902510644,6.0,1.2
48,No,Travel_Rarely,1355,Research & Development,4,4,Life Sciences,3,Male,78,2,3,Healthcare Representative,3,Single,22245,7,No,14,3,2,0,27,3,3,15,11,4,8,28.04745,1.6148876816913817,4.0,1.2
41,No,Travel_Rarely,549,Research & Development,7,2,Medical,4,Female,42,3,2,Manufacturing Director,3,Single,23371,6,No,14,3,2,0,8,6,3,2,2,2,1,12.75765,0.7760198541957499,7.0,1.2
39,No,Travel_Rarely,466,Research & Development,1,1,Life Sciences,4,Female,65,2,4,Manufacturing Director,4,Married,7060,1,No,16,3,3,1,21,3,3,21,6,11,8,32.4921,1.9764231425469212,1.0,1.2
27,No,Travel_Rarely,1055,Research & Development,2,4,Life Sciences,1,Female,47,3,2,Manufacturing Director,4,Married,4658,0,No,18,3,2,1,4,2,3,3,2,2,2,10.77885,0.65565379246161,2.0,1.2
35,No,Travel_Rarely,802,Research & Development,10,3,Other,2,Male,45,3,1,Laboratory Technician,4,Divorced,9541,1,No,20,4,1,1,3,4,2,3,2,1,2,9.98835,1.3572418572418572,10.0,1.2
42,No,Travel_Rarely,265,Sales,5,2,Marketing,4,Male,90,3,5,Manager,3,Married,7770,6,No,13,3,2,0,21,3,4,1,0,0,0,46.67265,1.048612105760692,5.0,1.8
50,No,Travel_Rarely,804,Research & Development,9,3,Life Sciences,1,Male,64,3,1,Laboratory Technician,4,Married,20165,4,No,18,3,2,0,8,5,3,1,0,0,0,6.069,0.8246708246708246,9.0,1.2
59,No,Travel_Rarely,715,Research & Development,2,3,Life Sciences,3,Female,69,2,4,Manufacturing Director,4,Single,21829,3,Yes,13,3,1,0,30,4,3,5,3,4,3,35.0013,2.129052272374748,4.0,1.2
37,Yes,Travel_Rarely,1141,Research & Development,11,2,Medical,1,Female,61,1,2,Healthcare Representative,2,Married,14382,5,No,15,3,1,0,15,2,1,1,0,0,0,12.18135,0.7013654382616356,11.0,1.2
55,No,Travel_Frequently,135,Research & Development,18,4,Medical,3,Male,62,3,2,Healthcare Representative,2,Married,12992,3,Yes,14,3,4,2,17,3,3,8,7,6,7,16.28175,0.9374541183379826,36.0,1.2
41,No,Non-Travel,247,Research & Development,7,1,Life Sciences,2,Female,55,1,5,Research Director,3,Divorced,20284,1,No,22,4,2,2,21,3,3,21,16,5,10,50.93115,1.2097516656571776,7.0,1.2
38,No,Travel_Rarely,1035,Sales,3,4,Life Sciences,2,Male,42,3,2,Sales Executive,4,Single,4981,8,Yes,12,3,3,0,19,1,3,1,0,0,0,17.49555,1.1011073663938373,6.0,1.0
26,Yes,Non-Travel,265,Sales,29,2,Medical,2,Male,79,1,2,Sales Executive,1,Single,21813,8,No,18,3,4,0,7,6,3,2,2,2,2,12.67095,0.7974642914459957,29.0,1.0
52,Yes,Travel_Rarely,266,Sales,2,1,Marketing,1,Female,57,1,5,Manager,4,Married,25846,1,No,15,3,4,1,33,3,3,32,14,6,9,50.60475,1.1369560858231402,2.0,1.8
44,No,Travel_Rarely,1448,Sales,28,3,Medical,4,Female,53,4,4,Sales Executive,4,Married,11737,3,Yes,18,3,3,1,23,2,3,12,11,11,11,33.966,2.137698603755416,56.0,1.0
50,No,Non-Travel,145,Sales,1,3,Life Sciences,4,Female,95,3,2,Sales Executive,3,Married,24920,0,No,12,3,1,1,19,3,3,18,7,0,13,16.18485,1.0186165944471193,1.0,1.0
36,Yes,Travel_Rarely,885,Research & Development,16,4,Life Sciences,3,Female,43,4,1,Laboratory Technician,1,Single,8269,1,No,16,3,3,0,18,1,3,17,13,15,14,6.99465,0.9504504504504504,16.0,1.2
39,No,Travel_Frequently,945,Research & Development,22,3,Medical,4,Female,82,3,3,Manufacturing Director,1,Single,5083,1,Yes,13,3,3,0,21,2,3,21,6,2,8,27.744,1.687606638746704,44.0,1.2
33,No,Non-Travel,1038,Sales,8,1,Life Sciences,2,Female,88,2,1,Sales Representative,4,Single,21437,0,No,19,3,4,0,3,2,2,2,2,2,2,5.9721,0.9081039162466072,8.0,1.2
45,No,Travel_Rarely,1234,Sales,11,2,Life Sciences,4,Female,90,3,4,Manager,4,Married,5404,3,No,13,3,2,1,26,4,4,9,3,1,1,45.0075,1.0112005500014323,11.0,1.8
32,No,Non-Travel,1109,Research & Development,29,4,Medical,4,Female,69,3,1,Laboratory Technician,3,Single,11135,9,No,12,3,2,0,10,2,3,8,7,7,7,10.26375,1.3946638946638947,29.0,1.2
34,No,Travel_Rarely,216,Sales,1,4,Marketing,2,Male,75,4,2,Sales Executive,4,Divorced,12278,0,No,11,3,4,1,16,2,2,15,1,0,9,24.79875,1.5607446637778846,1.0,1.0
59,No,Travel_Rarely,1089,Sales,1,2,Technical Degree,2,Male,66,3,3,Manager,4,Married,11038,3,Yes,14,3,3,1,14,1,1,6,4,0,4,30.3552,0.6820017760462918,2.0,1.8
45,No,Travel_Rarely,788,Human Resources,24,4,Medical,2,Male,36,3,1,Human Resources,2,Single,8318,1,No,16,3,1,0,6,3,3,6,3,0,4,5.55135,0.7038473973488523,24.0,1.2
53,No,Travel_Frequently,124,Sales,2,3,Marketing,3,Female,38,2,3,Sales Executive,2,Married,23537,2,No,12,3,1,1,30,2,3,15,7,6,12,19.18875,1.2076713208152783,2.0,1.0
36,Yes,Travel_Rarely,660,Research & Development,15,3,Other,1,Male,81,3,2,Laboratory Technician,3,Divorced,7858,7,No,14,3,2,1,9,3,2,1,0,0,0,12.3267,1.674982674982675,15.0,1.2
26,Yes,Travel_Frequently,342,Research & Development,2,3,Life Sciences,1,Male,57,3,1,Research Scientist,1,Married,15346,6,Yes,14,3,2,1,6,2,3,3,2,1,2,5.2071,0.7071861471861471,4.0,1.4
34,No,Travel_Rarely,1333,Sales,10,4,Life Sciences,3,Female,87,3,1,Sales Representative,3,Married,18410,1,Yes,19,3,4,1,1,2,3,1,1,0,0,5.661,0.8607987592089956,20.0,1.2
28,No,Travel_Rarely,1144,Sales,10,1,Medical,4,Male,74,3,1,Sales Representative,2,Married,23384,1,No,22,4,2,0,1,5,3,1,0,0,0,2.6826,0.4079100426521907,10.0,1.2
38,No,Travel_Frequently,1186,Research & Development,3,4,Other,3,Male,44,3,1,Research Scientist,3,Married,2997,3,No,16,3,1,1,8,2,3,2,2,2,2,7.19355,0.9769696969696969,3.0,1.4
50,No,Travel_Rarely,1464,Research & Development,2,4,Medical,2,Male,62,3,5,Research Director,3,Married,12853,2,Yes,11,3,4,1,29,2,2,8,1,7,7,49.05435,1.1651726226529378,4.0,1.2
37,No,Travel_Rarely,124,Research & Development,3,3,Other,4,Female,35,3,2,Healthcare Representative,2,Single,13848,3,No,15,3,1,0,8,3,2,4,3,0,1,10.47285,0.6029951548964909,3.0,1.2
40,No,Travel_Rarely,300,Sales,26,3,Marketing,3,Male,74,3,2,Sales Executive,1,Married,22217,1,No,14,3,2,1,8,3,2,7,7,7,5,21.4098,1.3474562670518375,26.0,1.0
26,No,Travel_Frequently,921,Research & Development,1,1,Medical,1,Female,66,2,1,Research Scientist,3,Divorced,25265,1,No,13,3,3,2,5,5,3,5,3,1,3,5.11785,0.695064935064935,1.0,1.4
46,No,Travel_Rarely,430,Research & Development,1,4,Medical,4,Male,40,3,5,Research Director,4,Divorced,21445,9,No,17,3,4,2,23,0,3,2,2,2,2,50.04885,1.1887946698970322,1.0,1.2
54,No,Travel_Rarely,1082,Sales,2,4,Life Sciences,3,Female,41,2,3,Sales Executive,3,Married,8392,6,No,11,3,2,1,13,4,3,9,4,7,0,27.2493,1.714973519499278,2.0,1.0
56,No,Travel_Frequently,1240,Research & Development,9,3,Medical,1,Female,63,3,1,Research Scientist,3,Married,12154,2,No,19,3,2,1,18,4,3,5,4,0,3,7.5021,1.018874458874459,9.0,1.4
36,No,Travel_Rarely,796,Research & Development,12,5,Medical,4,Female,51,2,3,Manufacturing Director,4,Single,15669,0,No,11,3,2,0,15,2,2,14,8,7,8,22.5879,1.3739723902590353,12.0,1.2
55,No,Non-Travel,444,Research & Development,2,1,Medical,3,Male,40,2,4,Manager,1,Single,17323,7,No,15,3,2,0,31,3,4,9,7,6,2,42.7278,0.9599816666189236,2.0,1.8
43,No,Travel_Rarely,415,Sales,25,3,Medical,3,Male,79,2,3,Sales Executive,4,Divorced,5268,5,No,13,3,3,1,18,5,3,1,0,0,0,27.5349,1.7329481624137377,25.0,1.0
20,Yes,Travel_Frequently,769,Sales,9,3,Marketing,4,Female,54,3,1,Sales Representative,4,Single,17205,1,Yes,14,3,2,0,2,3,3,2,2,0,2,5.92365,0.9007367196587824,18.0,1.2
21,Yes,Travel_Rarely,1334,Research & Development,10,3,Life Sciences,3,Female,36,2,1,Laboratory Technician,1,Single,17258,1,No,13,3,1,0,1,6,2,1,0,1,0,3.6108,0.4906444906444906,10.0,1.2
46,No,Travel_Rarely,1003,Research & Development,8,4,Life Sciences,4,Female,74,2,2,Research Scientist,1,Divorced,21029,8,Yes,23,4,1,3,19,2,3,16,13,1,7,11.76825,1.5982683982683983,16.0,1.4
51,Yes,Travel_Rarely,1323,Research & Development,4,4,Life Sciences,1,Male,34,3,1,Research Scientist,3,Married,10332,9,Yes,12,3,3,3,18,2,4,10,0,2,7,6.27555,0.8522943722943723,8.0,1.4
28,Yes,Non-Travel,1366,Research & Development,24,2,Technical Degree,2,Male,72,2,3,Healthcare Representative,1,Single,12355,1,No,12,3,1,0,10,2,2,10,7,1,9,22.2411,1.2805755395683454,24.0,1.2
26,No,Travel_Rarely,192,Research & Development,1,2,Medical,1,Male,59,2,1,Laboratory Technician,1,Married,11141,1,No,16,3,1,2,6,2,3,5,3,1,3,10.08525,1.3704088704088704,1.0,1.2
30,No,Travel_Rarely,1176,Research & Development,20,3,Other,3,Male,85,3,2,Manufacturing Director,1,Married,9096,0,No,15,3,3,1,7,1,2,6,2,0,2,25.39035,1.544439274080968,20.0,1.2
41,No,Travel_Rarely,509,Research & Development,7,2,Technical Degree,2,Female,43,4,1,Research Scientist,3,Married,18863,1,No,13,3,3,0,10,3,3,10,6,0,8,8.6088,1.1691774891774893,7.0,1.4
38,No,Travel_Rarely,330,Research & Development,17,1,Life Sciences,3,Female,65,2,3,Healthcare Representative,3,Married,24608,0,No,18,3,1,1,20,4,2,19,9,1,9,22.49865,1.2954044927323447,17.0,1.2
40,No,Travel_Rarely,1492,Research & Development,20,4,Technical Degree,1,Male,61,3,3,Healthcare Representative,4,Married,26542,4,No,20,4,4,1,14,6,3,11,10,11,1,26.3211,1.5154896490970489,20.0,1.2
27,No,Non-Travel,1277,Research & Development,8,5,Life Sciences,1,Male,87,1,1,Laboratory Technician,3,Married,5869,1,No,19,3,4,3,3,4,3,3,2,1,2,11.78355,1.6011781011781012,8.0,1.2
55,No,Travel_Frequently,1091,Research & Development,2,1,Life Sciences,4,Male,65,3,3,Manufacturing Director,2,Married,15813,3,No,18,3,2,1,23,4,3,3,2,1,2,27.9888,1.702497285559175,2.0,1.2
28,No,Travel_Rarely,857,Research & Development,10,3,Other,3,Female,59,3,2,Research Scientist,3,Single,7909,3,No,13,3,4,0,10,4,4,8,7,1,7,9.333,1.2675324675324675,10.0,1.4
44,Yes,Travel_Rarely,1376,Human Resources,1,2,Medical,2,Male,91,2,3,Human Resources,1,Married,2326,9,No,14,3,4,1,24,1,3,20,6,3,6,26.7291,3.3889427740058196,1.0,1.2
33,No,Travel_Rarely,654,Research & Development,5,3,Life Sciences,4,Male,34,2,3,Healthcare Representative,4,Divorced,21214,4,No,15,3,3,1,9,2,3,3,2,1,2,18.15345,1.0452209660842753,5.0,1.2
35,Yes,Travel_Rarely,1204,Sales,4,3,Technical Degree,4,Male,86,3,3,Sales Executive,1,Single,10333,0,Yes,22,4,1,0,9,2,3,8,7,4,7,24.4341,1.5377948964853154,8.0,1.0
33,Yes,Travel_Frequently,827,Research & Development,29,4,Medical,1,Female,54,2,2,Research Scientist,3,Single,3129,1,No,22,4,2,0,14,4,3,13,7,3,8,11.4954,1.5612121212121213,29.0,1.4
28,No,Travel_Rarely,895,Research & Development,15,2,Life Sciences,1,Male,50,3,1,Laboratory Technician,3,Divorced,22482,1,No,16,3,4,1,4,5,2,4,2,2,2,5.62785,0.7647262647262647,15.0,1.2
34,No,Travel_Frequently,618,Research & Development,3,1,Life Sciences,1,Male,45,3,2,Healthcare Representative,4,Single,22266,0,No,17,3,3,0,7,1,2,6,2,0,4,19.7778,1.1387461459403905,3.0,1.2
37,No,Travel_Rarely,309,Sales,10,4,Life Sciences,4,Female,88,2,2,Sales Executive,4,Divorced,24223,2,Yes,14,3,3,3,8,5,3,1,0,0,0,17.0697,1.0743058899053122,20.0,1.0
25,Yes,Travel_Rarely,1219,Research & Development,4,1,Technical Degree,4,Male,32,3,1,Laboratory Technician,4,Married,4605,1,Yes,15,3,2,1,7,3,4,7,7,5,6,9.41205,1.278932778932779,8.0,1.2
26,Yes,Travel_Rarely,1330,Research & Development,21,3,Medical,1,Male,37,3,1,Laboratory Technician,3,Divorced,19373,1,No,20,4,3,1,1,0,2,1,1,0,0,6.06135,0.8236313236313236,21.0,1.2
33,Yes,Travel_Rarely,1017,Research & Development,25,3,Medical,1,Male,55,2,1,Research Scientist,2,Single,2993,4,Yes,20,4,2,0,5,0,3,2,2,2,2,5.89815,0.8010389610389611,50.0,1.4
42,No,Travel_Rarely,469,Research & Development,2,2,Medical,4,Male,35,3,4,Manager,1,Married,14399,0,No,17,3,4,1,23,3,3,22,6,13,7,45.04575,1.0120599272393938,2.0,1.8
28,Yes,Travel_Frequently,1009,Research & Development,1,3,Medical,1,Male,45,2,1,Laboratory Technician,2,Divorced,7160,1,No,15,3,1,2,1,2,3,1,0,0,0,6.6198,0.8995148995148995,1.0,1.2
50,Yes,Travel_Frequently,959,Sales,1,4,Other,4,Male,81,3,2,Sales Executive,3,Single,17251,3,Yes,14,3,4,0,5,4,3,0,0,0,0,12.0564,0.7587867116032739,2.0,1.0
33,No,Travel_Frequently,970,Sales,7,3,Life Sciences,4,Female,30,3,2,Sales Executive,2,Married,13401,0,No,17,3,3,1,4,3,3,3,2,0,2,10.9701,0.6904188733750601,7.0,1.0
34,No,Non-Travel,697,Research & Development,3,4,Life Sciences,3,Male,40,2,1,Research Scientist,4,Married,22478,3,No,17,3,4,3,6,2,3,0,0,0,0,7.59645,1.0316883116883118,3.0,1.4
48,No,Non-Travel,1262,Research & Development,1,4,Medical,1,Male,35,4,4,Manager,4,Single,16154,2,No,22,4,3,0,27,3,2,5,4,2,1,43.05675,0.9673723108653929,1.0,1.8
45,No,Non-Travel,1050,Sales,9,4,Life Sciences,2,Female,65,2,2,Sales Executive,3,Married,17970,1,No,13,3,4,1,15,2,3,15,10,4,12,14.26215,0.8976087305408441,9.0,1.0
52,No,Travel_Rarely,994,Research & Development,7,4,Life Sciences,2,Male,87,3,3,Healthcare Representative,2,Single,15322,7,No,19,3,4,0,18,4,3,8,6,4,0,26.63475,1.533548671267068,7.0,1.2
38,No,Travel_Rarely,770,Sales,10,4,Marketing,3,Male,73,2,3,Sales Executive,3,Divorced,5569,0,Yes,14,3,2,2,9,2,3,8,7,2,7,22.287,1.402664098860536,20.0,1.0
29,No,Travel_Rarely,1107,Research & Development,28,4,Life Sciences,3,Female,93,3,1,Research Scientist,4,Divorced,26968,4,No,22,4,1,1,11,1,3,7,5,1,7,6.4107,0.8706493506493507,28.0,1.4
28,No,Travel_Rarely,950,Research & Development,3,3,Medical,4,Female,93,3,3,Manufacturing Director,2,Divorced,8039,0,No,17,3,2,3,10,3,2,9,7,1,7,19.52025,1.187373972390259,3.0,1.2
46,No,Travel_Rarely,406,Sales,3,1,Marketing,1,Male,52,3,4,Manager,3,Married,15596,3,No,12,3,4,1,23,3,3,12,9,4,9,44.53575,1.000601564066573,3.0,1.8
38,No,Travel_Rarely,130,Sales,2,2,Marketing,4,Male,32,3,3,Sales Executive,2,Single,20619,7,No,16,3,3,0,10,2,3,1,0,0,0,18.74505,1.1797464291445994,2.0,1.0
43,No,Travel_Frequently,1082,Research & Development,27,3,Life Sciences,3,Female,83,3,3,Manufacturing Director,1,Married,11535,8,No,11,3,3,1,18,1,3,8,7,0,1,27.591,1.6782999844889097,27.0,1.2
39,Yes,Travel_Frequently,203,Research & Development,2,3,Life Sciences,1,Male,84,3,4,Healthcare Representative,4,Divorced,13547,7,No,11,3,4,3,21,4,3,18,7,11,5,31.03095,1.786668624284246,2.0,1.2
40,No,Travel_Rarely,1308,Research & Development,14,3,Medical,3,Male,44,2,5,Research Director,3,Single,17544,1,No,14,3,1,0,21,2,4,20,7,4,9,50.0463,1.1887341005451244,14.0,1.2
21,No,Travel_Rarely,984,Research & Development,1,1,Technical Degree,4,Female,70,2,1,Research Scientist,2,Single,25326,1,Yes,11,3,3,0,2,6,4,2,2,2,2,5.2785,0.7168831168831169,2.0,1.4
39,No,Non-Travel,439,Research & Development,9,3,Life Sciences,3,Male,70,3,2,Laboratory Technician,2,Single,8770,9,No,15,3,3,0,9,2,2,5,4,0,3,17.2941,2.34996534996535,9.0,1.2
36,No,Non-Travel,217,Research & Development,18,4,Life Sciences,1,Male,78,3,2,Manufacturing Director,4,Single,23238,2,No,20,4,1,0,18,0,3,11,9,0,9,19.83645,1.206607724523034,18.0,1.2
31,No,Travel_Frequently,793,Sales,20,3,Life Sciences,3,Male,67,4,1,Sales Representative,4,Married,21981,0,No,12,3,1,1,3,4,3,2,2,2,2,7.11705,1.0822024040325706,20.0,1.2
28,No,Travel_Rarely,1451,Research & Development,2,1,Life Sciences,1,Male,67,2,1,Research Scientist,2,Married,19911,0,No,17,3,1,0,6,2,1,5,3,0,4,8.16255,1.1085714285714285,2.0,1.4
35,No,Travel_Frequently,1182,Sales,11,2,Marketing,4,Male,54,3,2,Sales Executive,4,Divorced,18500,1,No,11,3,4,1,5,3,3,5,2,0,2,12.6684,0.7973038035628309,11.0,1.0
49,No,Travel_Rarely,174,Sales,8,4,Technical Degree,4,Male,56,2,4,Sales Executive,2,Married,11879,6,No,17,3,2,1,22,3,3,9,8,2,3,33.456,2.1056010271224523,8.0,1.0
34,No,Travel_Frequently,1003,Research & Development,2,2,Life Sciences,4,Male,95,3,2,Manufacturing Director,3,Single,15834,2,No,11,3,4,0,5,3,2,3,2,0,2,10.28415,0.6255622770280751,2.0,1.2
29,No,Travel_Frequently,490,Research & Development,10,3,Life Sciences,4,Female,61,3,1,Research Scientist,2,Divorced,17940,0,No,14,3,4,2,8,2,2,7,5,1,1,8.39205,1.1397402597402597,10.0,1.4
42,No,Travel_Rarely,188,Research & Development,29,3,Medical,2,Male,56,1,2,Laboratory Technician,4,Single,9558,4,No,19,3,1,0,16,3,3,1,0,0,0,10.8936,1.48024948024948,29.0,1.2
29,No,Travel_Rarely,718,Research & Development,8,1,Medical,2,Male,79,2,2,Manufacturing Director,4,Married,17689,1,Yes,15,3,3,1,10,2,2,10,7,1,2,12.8928,0.7842407321234682,16.0,1.2
38,No,Travel_Rarely,433,Human Resources,1,3,Human Resources,3,Male,37,4,1,Human Resources,3,Married,6004,1,No,13,3,4,1,7,2,4,7,6,5,0,7.2522,0.9194956353055286,1.0,1.2
28,No,Travel_Frequently,773,Research & Development,6,3,Life Sciences,3,Male,39,2,1,Research Scientist,3,Divorced,22088,1,Yes,14,3,4,1,3,2,3,3,1,0,2,6.89265,0.936103896103896,12.0,1.4
18,Yes,Non-Travel,247,Research & Development,8,1,Medical,3,Male,80,3,1,Laboratory Technician,3,Single,13556,1,No,12,3,4,0,0,0,3,0,0,0,0,4.8552,0.6597366597366597,8.0,1.2
33,Yes,Travel_Rarely,603,Sales,9,4,Marketing,1,Female,77,3,2,Sales Executive,1,Single,18385,0,Yes,17,3,1,0,6,3,3,5,2,0,3,20.9712,1.3198523511474882,18.0,1.0
41,No,Travel_Rarely,167,Research & Development,12,4,Life Sciences,2,Male,46,3,1,Laboratory Technician,4,Married,9051,3,Yes,11,3,1,1,6,4,3,1,0,0,0,12.1533,1.6514206514206513,24.0,1.2
31,Yes,Travel_Frequently,874,Research & Development,15,3,Medical,3,Male,72,3,1,Laboratory Technician,3,Married,6233,1,No,12,3,3,1,2,5,2,2,2,2,2,6.6555,0.9043659043659044,15.0,1.2
37,No,Travel_Rarely,367,Research & Development,25,2,Medical,3,Female,52,2,2,Healthcare Representative,4,Divorced,17171,7,No,13,3,3,2,9,2,3,6,2,1,3,14.61405,0.8414329760681252,25.0,1.2
27,No,Travel_Rarely,199,Research & Development,6,3,Life Sciences,4,Male,55,2,1,Research Scientist,3,Married,7950,1,No,13,3,3,1,4,0,3,4,2,2,2,6.47445,0.8793073593073593,6.0,1.4
34,No,Travel_Rarely,1400,Sales,9,1,Life Sciences,2,Female,70,3,2,Sales Executive,3,Married,5829,1,No,20,4,1,0,6,3,2,6,5,1,3,14.5707,0.9170277644037875,9.0,1.0
35,No,Travel_Rarely,528,Human Resources,8,4,Technical Degree,3,Male,100,3,1,Human Resources,3,Single,7108,1,No,17,3,2,0,6,2,1,5,4,1,4,11.02365,1.3976721629485935,8.0,1.2
29,Yes,Travel_Rarely,408,Sales,23,1,Life Sciences,4,Female,45,2,3,Sales Executive,1,Married,11162,1,No,13,3,1,1,11,3,1,11,8,3,10,18.7068,1.1773391108971272,23.0,1.0
40,No,Travel_Frequently,593,Research & Development,9,4,Medical,2,Female,88,3,3,Research Director,3,Single,13782,9,No,17,3,3,0,20,3,2,18,7,2,13,34.42245,0.817625681405209,9.0,1.2
42,Yes,Travel_Frequently,481,Sales,12,3,Life Sciences,3,Male,44,3,4,Sales Executive,1,Single,2447,0,Yes,12,3,2,0,22,2,2,21,9,13,14,35.0829,2.207992296581608,24.0,1.0
42,No,Travel_Rarely,647,Sales,4,4,Marketing,2,Male,45,3,2,Sales Executive,1,Single,2253,7,No,13,3,4,0,9,3,4,6,4,1,5,13.14525,0.8273150377146525,4.0,1.0
35,No,Travel_Rarely,982,Research & Development,1,4,Medical,4,Male,58,2,1,Laboratory Technician,3,Married,16340,6,No,12,3,2,1,10,2,3,8,0,1,7,5.7579,0.7823977823977825,1.0,1.2
24,No,Travel_Rarely,477,Research & Development,24,3,Medical,4,Male,49,3,1,Laboratory Technician,2,Single,6409,8,No,22,4,4,0,6,2,3,4,3,1,2,9.17235,1.2463617463617462,24.0,1.2
28,Yes,Travel_Rarely,1485,Research & Development,12,1,Life Sciences,3,Female,79,3,1,Laboratory Technician,4,Married,22955,1,Yes,11,3,4,0,1,4,2,1,1,0,0,6.41325,0.8714483714483714,24.0,1.2
26,No,Travel_Rarely,1384,Research & Development,3,4,Medical,1,Male,82,4,1,Laboratory Technician,4,Married,13421,1,No,22,4,2,1,8,2,3,8,7,0,7,11.271,1.5315315315315317,3.0,1.2
30,No,Travel_Rarely,852,Sales,10,3,Marketing,3,Male,72,2,2,Sales Executive,3,Married,2706,1,No,18,3,1,1,10,3,3,10,3,1,4,16.7739,1.055689295458193,10.0,1.0
40,No,Travel_Frequently,902,Research & Development,26,2,Medical,3,Female,92,2,2,Research Scientist,4,Married,21203,3,Yes,13,3,4,1,16,3,1,1,1,0,0,11.2761,1.5314285714285714,52.0,1.4
35,No,Travel_Rarely,819,Research & Development,2,3,Life Sciences,3,Male,44,2,3,Manufacturing Director,2,Divorced,19588,2,No,18,3,2,1,15,2,4,7,7,6,4,26.1987,1.5936094307429811,2.0,1.2
34,No,Travel_Frequently,669,Research & Development,1,3,Medical,4,Male,97,2,2,Healthcare Representative,1,Single,25755,0,No,20,4,3,0,14,3,3,13,9,4,9,13.62465,0.7844663045074145,1.0,1.2
35,No,Travel_Frequently,636,Research & Development,4,4,Other,4,Male,47,2,1,Laboratory Technician,4,Married,26537,1,No,13,3,2,1,2,2,4,2,2,2,2,6.0588,0.8232848232848232,4.0,1.2
43,Yes,Travel_Rarely,1372,Sales,9,3,Marketing,1,Female,85,1,2,Sales Executive,3,Single,9489,8,No,13,3,2,0,7,2,2,4,3,1,3,13.6323,0.8579682233991334,9.0,1.0
32,No,Non-Travel,862,Sales,2,1,Life Sciences,3,Female,76,3,1,Sales Representative,1,Divorced,14947,1,No,12,3,3,3,1,3,3,1,0,0,0,7.20885,1.0961613028305544,2.0,1.2
56,No,Travel_Rarely,718,Research & Development,4,4,Technical Degree,4,Female,92,3,5,Manager,1,Divorced,18575,4,No,13,3,4,1,28,2,3,5,2,4,2,50.85465,1.1425706837778224,4.0,1.8
29,No,Travel_Rarely,1401,Research & Development,6,1,Medical,2,Female,54,3,1,Laboratory Technician,4,Married,26342,1,No,13,3,1,1,10,5,3,10,8,0,8,7.98405,1.0848925848925848,6.0,1.2
19,No,Travel_Rarely,645,Research & Development,9,2,Life Sciences,3,Male,54,3,1,Research Scientist,1,Single,7172,1,No,25,4,3,0,1,4,3,1,1,0,0,6.5076,0.8838095238095238,9.0,1.4
45,No,Travel_Rarely,1457,Research & Development,7,3,Medical,1,Female,83,3,1,Research Scientist,3,Married,20100,4,Yes,19,3,3,1,7,2,2,3,2,0,2,11.41635,1.5504761904761903,14.0,1.4
37,No,Travel_Rarely,977,Research & Development,1,3,Life Sciences,4,Female,56,2,2,Manufacturing Director,4,Married,9961,1,No,13,3,2,1,14,2,2,14,8,3,11,16.5087,1.0041879944160075,1.0,1.2
20,No,Travel_Rarely,805,Research & Development,3,3,Life Sciences,1,Male,87,2,1,Laboratory Technician,3,Single,12828,1,No,12,3,1,0,2,2,2,2,2,1,2,7.73415,1.050935550935551,3.0,1.2
44,Yes,Travel_Rarely,1097,Research & Development,10,4,Life Sciences,3,Male,96,3,1,Research Scientist,3,Single,10826,1,Yes,11,3,3,0,6,4,3,6,4,0,2,7.4868,1.0167965367965368,20.0,1.4
53,No,Travel_Rarely,1223,Research & Development,7,2,Medical,4,Female,50,3,5,Manager,3,Divorced,18640,3,No,18,3,2,1,26,6,3,7,7,4,7,47.4453,1.0659715259675155,7.0,1.8
29,No,Travel_Rarely,942,Research & Development,15,1,Life Sciences,2,Female,69,1,1,Research Scientist,4,Married,26933,0,Yes,18,3,1,1,6,2,2,5,4,1,3,5.5284,0.7508225108225108,30.0,1.4
22,Yes,Travel_Frequently,1256,Research & Development,3,4,Life Sciences,3,Male,48,2,1,Research Scientist,4,Married,4223,0,Yes,11,3,2,1,1,5,3,0,0,0,0,7.27515,0.9880519480519481,6.0,1.4
46,No,Travel_Rarely,1402,Sales,2,3,Marketing,3,Female,69,3,4,Manager,1,Married,24097,8,No,23,4,1,0,28,2,3,26,15,15,9,43.4724,0.9767108768512418,2.0,1.8
44,No,Non-Travel,111,Research & Development,17,3,Life Sciences,4,Male,74,1,1,Research Scientist,3,Single,4279,2,No,13,3,4,0,6,3,3,0,0,0,0,5.8395,0.793073593073593,17.0,1.4
33,No,Travel_Rarely,147,Human Resources,2,3,Human Resources,2,Male,99,3,1,Human Resources,3,Married,8429,1,No,13,3,4,1,5,2,3,5,4,1,4,9.18,1.1639185257032008,2.0,1.2
